"yyyymmdd","Mkt-RF","SMB","HML","RF"
"19700326",    3.09,   -0.27,   -1.15,   0.142
"19700403",   -0.78,    0.14,    0.93,   0.126
"19700410",   -1.93,   -1.66,    1.92,   0.126
"19700417",   -3.51,   -2.01,    2.35,   0.126
"19700424",   -3.95,   -1.97,    1.79,   0.126
"19700501",   -1.79,   -1.17,    0.08,   0.131
"19700508",   -2.50,   -0.56,    1.63,   0.131
"19700515",   -3.50,   -1.86,    1.80,   0.131
"19700522",   -6.56,   -2.21,    3.34,   0.131
"19700529",    6.02,    0.09,   -3.73,   0.131
"19700605",   -0.28,    1.85,   -1.20,   0.145
"19700612",   -2.75,   -0.52,    0.66,   0.145
"19700619",    3.56,   -1.01,   -1.97,   0.145
"19700626",   -5.11,   -1.60,    2.26,   0.145
"19700702",   -1.14,   -1.89,    0.37,   0.131
"19700710",    2.19,   -1.08,   -0.15,   0.131
"19700717",    3.78,   -0.66,    0.45,   0.131
"19700724",    0.21,    1.04,    0.43,   0.131
"19700731",    0.43,    1.31,   -0.23,   0.131
"19700807",   -1.06,   -0.76,    1.47,   0.133
"19700814",   -2.97,   -0.34,    2.29,   0.133
"19700821",    5.06,   -2.30,   -0.51,   0.133
"19700828",    3.94,    4.19,   -2.60,   0.133
"19700904",    1.50,    2.01,   -0.75,   0.134
"19700911",   -0.21,    2.20,   -1.00,   0.134
"19700918",    0.29,    1.53,   -1.18,   0.134
"19700925",    1.72,    1.50,   -1.77,   0.134
"19701002",    1.58,    1.70,   -0.65,   0.115
"19701009",   -0.51,   -0.95,    1.56,   0.115
"19701016",   -1.31,   -1.26,    0.79,   0.115
"19701023",   -0.89,   -1.21,   -0.73,   0.115
"19701030",   -0.79,   -1.13,   -0.95,   0.115
"19701106",    1.25,   -0.59,    0.63,   0.114
"19701113",   -1.16,   -1.25,    0.76,   0.114
"19701120",    0.17,   -1.92,   -0.19,   0.114
"19701127",    2.62,   -0.91,    0.33,   0.114
"19701204",    4.27,    1.01,    0.40,   0.106
"19701211",    0.77,   -0.28,   -0.45,   0.106
"19701218",   -0.12,   -0.01,    0.48,   0.106
"19701224",    0.63,    1.63,    0.08,   0.106
"19701231",    1.70,    1.17,    0.35,   0.106
"19710108",    0.48,    2.23,    2.23,   0.095
"19710115",    1.37,    2.16,    0.78,   0.095
"19710122",    1.86,    0.98,   -0.74,   0.095
"19710129",    1.04,    1.60,   -0.83,   0.095
"19710205",    1.64,    1.81,   -0.87,   0.083
"19710212",    1.57,    1.26,    0.41,   0.083
"19710219",   -1.86,   -0.90,    0.58,   0.083
"19710226",    0.08,   -0.29,   -1.34,   0.083
"19710305",    2.48,    1.43,   -1.05,   0.074
"19710312",    0.63,    0.55,   -1.00,   0.074
"19710319",    1.54,    0.48,   -1.17,   0.074
"19710326",   -0.94,    0.05,   -0.29,   0.074
"19710402",    0.63,   -0.12,   -1.02,   0.069
"19710408",    1.32,   -0.16,    0.50,   0.069
"19710416",    1.21,   -0.29,    1.32,   0.069
"19710423",    0.42,   -0.52,   -0.22,   0.069
"19710430",   -0.13,    0.51,   -0.34,   0.069
"19710507",   -0.95,   -0.14,   -0.49,   0.073
"19710514",   -0.59,   -0.11,   -0.10,   0.073
"19710521",   -1.34,   -0.80,   -0.22,   0.073
"19710528",   -1.17,   -0.09,   -0.66,   0.073
"19710604",    1.87,    0.83,   -0.59,   0.093
"19710611",   -0.41,   -0.80,   -0.48,   0.093
"19710618",   -2.19,   -1.80,   -0.73,   0.093
"19710625",   -1.05,    0.01,    0.01,   0.093
"19710702",    1.91,    0.51,   -0.32,   0.100
"19710709",    1.07,    0.23,   -0.59,   0.100
"19710716",   -1.53,    0.22,    0.37,   0.100
"19710723",   -0.38,   -0.68,    0.07,   0.100
"19710730",   -3.85,   -1.58,    0.41,   0.100
"19710806",   -1.25,   -0.27,    0.40,   0.117
"19710813",    1.54,   -0.40,   -0.36,   0.117
"19710820",    2.58,    0.71,    1.50,   0.117
"19710827",    2.02,   -0.63,    1.07,   0.117
"19710903",    0.24,    0.66,    0.27,   0.092
"19710910",   -0.17,    0.76,   -0.81,   0.092
"19710917",   -0.65,   -0.26,   -0.82,   0.092
"19710924",   -1.81,   -0.10,   -0.71,   0.092
"19711001",    0.70,    0.14,   -1.18,   0.092
"19711008",    0.45,   -0.09,    0.28,   0.092
"19711015",   -1.72,   -0.30,    0.04,   0.092
"19711022",   -2.36,   -0.46,   -0.48,   0.092
"19711029",   -1.44,   -1.13,   -0.15,   0.092
"19711105",    0.19,   -0.83,   -0.61,   0.093
"19711112",   -2.57,   -0.51,   -0.46,   0.093
"19711119",   -0.74,   -1.17,   -0.11,   0.093
"19711126",    0.13,   -1.54,   -0.50,   0.093
"19711203",    5.86,    1.81,   -0.57,   0.092
"19711210",    0.94,    1.48,   -0.30,   0.092
"19711217",    2.40,    0.32,   -0.20,   0.092
"19711223",    0.39,   -0.08,    0.24,   0.092
"19711231",    1.44,    0.82,    0.30,   0.092
"19720107",    1.42,    2.15,    1.58,   0.072
"19720114",    0.08,    1.18,   -0.03,   0.072
"19720121",    0.29,    0.94,   -0.21,   0.072
"19720128",    0.74,    1.16,    0.51,   0.072
"19720204",    1.03,    1.59,   -1.27,   0.062
"19720211",    0.14,   -0.02,    0.14,   0.062
"19720218",    0.25,    0.51,   -0.54,   0.062
"19720225",    0.87,    0.03,   -0.57,   0.062
"19720303",    1.91,   -0.02,   -1.23,   0.068
"19720310",    0.52,    0.79,   -0.33,   0.068
"19720317",   -0.61,   -0.80,    0.40,   0.068
"19720324",   -0.43,   -0.91,   -0.29,   0.068
"19720330",   -0.32,    0.40,   -0.48,   0.068
"19720407",    2.34,    0.17,   -0.26,   0.072
"19720414",    0.31,    0.97,   -0.24,   0.072
"19720421",   -1.05,   -0.54,    1.14,   0.072
"19720428",   -1.28,   -0.43,   -0.51,   0.072
"19720505",   -1.15,   -1.59,   -0.29,   0.075
"19720512",   -0.17,   -0.38,   -0.05,   0.075
"19720519",    2.33,   -0.09,   -1.30,   0.075
"19720526",    1.36,   -0.32,   -1.58,   0.075
"19720602",   -0.76,   -0.06,    0.08,   0.073
"19720609",   -2.62,    0.10,   -0.47,   0.073
"19720616",    1.10,   -0.21,   -0.87,   0.073
"19720623",   -0.23,   -0.14,   -0.52,   0.073
"19720630",   -0.99,    0.25,   -0.32,   0.073
"19720707",    1.33,   -0.23,   -0.61,   0.078
"19720714",   -1.98,   -0.83,    1.05,   0.078
"19720721",   -0.41,   -1.03,    1.06,   0.078
"19720728",    0.35,   -0.61,   -0.59,   0.078
"19720804",    2.80,   -1.51,   -1.52,   0.071
"19720811",    1.33,   -0.58,   -0.16,   0.071
"19720818",   -0.11,   -0.59,    2.80,   0.071
"19720825",   -1.09,   -0.77,    2.85,   0.071
"19720901",    0.61,   -0.74,    0.29,   0.085
"19720908",   -1.38,   -0.43,    1.00,   0.085
"19720915",   -1.40,   -0.81,    0.41,   0.085
"19720922",   -0.46,   -0.79,    0.44,   0.085
"19720929",    1.72,   -0.77,   -1.26,   0.085
"19721006",   -1.00,   -1.35,    1.46,   0.099
"19721013",   -1.65,    0.04,    0.59,   0.099
"19721020",    1.00,   -1.11,   -0.10,   0.099
"19721027",    1.26,    0.02,   -0.39,   0.099
"19721103",    3.27,   -1.20,   -0.22,   0.093
"19721110",   -0.31,   -0.21,    2.17,   0.093
"19721117",    1.41,   -1.04,    0.83,   0.093
"19721124",    1.33,   -0.36,    1.75,   0.093
"19721201",    0.37,    1.66,   -0.40,   0.094
"19721208",    1.03,    0.30,   -1.47,   0.094
"19721215",   -0.69,   -1.35,   -0.11,   0.094
"19721222",   -1.96,   -0.28,    0.08,   0.094
"19721229",    1.66,   -0.80,   -0.59,   0.094
"19730105",    1.27,    1.18,    0.17,   0.109
"19730112",   -0.69,   -1.55,    1.34,   0.109
"19730119",   -0.90,   -1.20,   -0.17,   0.109
"19730126",   -2.45,   -1.17,    0.46,   0.109
"19730202",   -2.11,   -1.03,    0.99,   0.104
"19730209",    0.13,   -0.68,   -1.29,   0.104
"19730216",   -0.18,   -0.87,    0.54,   0.104
"19730223",   -1.88,   -1.41,    1.69,   0.104
"19730302",   -1.26,   -1.82,    1.12,   0.114
"19730309",    1.42,    0.44,   -0.81,   0.114
"19730316",   -0.59,   -1.28,    1.06,   0.114
"19730323",   -4.47,   -1.02,    2.64,   0.114
"19730330",    2.27,   -0.10,   -0.59,   0.114
"19730406",   -2.58,   -0.87,    1.37,   0.130
"19730413",    2.26,   -1.49,    1.01,   0.130
"19730419",   -0.31,   -0.96,    1.27,   0.130
"19730427",   -4.80,   -0.59,    2.12,   0.130
"19730504",    3.21,   -1.69,   -0.93,   0.127
"19730511",   -2.22,    0.78,   -0.04,   0.127
"19730518",   -4.62,   -2.62,    1.66,   0.127
"19730525",    3.39,   -3.21,   -1.53,   0.127
"19730601",   -3.70,   -0.19,    1.69,   0.128
"19730608",    2.32,   -1.83,   -0.73,   0.128
"19730615",   -1.71,    1.16,    0.72,   0.128
"19730622",   -1.58,   -1.03,    0.55,   0.128
"19730629",    0.37,   -1.17,    0.22,   0.128
"19730706",   -2.74,    0.89,    2.02,   0.159
"19730713",    3.22,    2.24,   -2.02,   0.159
"19730720",    3.65,    3.22,   -3.60,   0.159
"19730727",    2.06,    1.11,   -1.94,   0.159
"19730803",   -2.70,   -0.02,    0.44,   0.174
"19730810",   -1.71,   -0.25,    0.07,   0.174
"19730817",   -2.29,   -0.52,    1.38,   0.174
"19730824",   -0.90,   -0.80,    0.17,   0.174
"19730831",    2.55,   -0.42,   -0.47,   0.174
"19730907",    0.84,    0.35,    0.98,   0.170
"19730914",   -0.53,    0.51,   -0.76,   0.170
"19730921",    3.12,    0.89,    0.29,   0.170
"19730928",    1.25,    1.04,    1.65,   0.170
"19731005",    1.27,    2.10,    1.40,   0.163
"19731012",    1.17,    0.10,   -1.26,   0.163
"19731019",   -1.31,   -0.60,    0.27,   0.163
"19731026",    0.40,   -1.59,    0.47,   0.163
"19731102",   -3.77,   -0.49,    0.74,   0.139
"19731109",   -2.10,   -1.64,    1.47,   0.139
"19731116",   -2.14,   -3.24,    0.46,   0.139
"19731123",   -4.39,   -2.03,    1.81,   0.139
"19731130",   -3.69,   -1.59,    1.02,   0.139
"19731207",    0.14,   -2.21,    0.42,   0.159
"19731214",   -3.43,   -1.20,    2.02,   0.159
"19731221",   -0.09,   -1.11,    1.78,   0.159
"19731228",    3.91,   -1.17,   -0.43,   0.159
"19740104",    2.17,    5.00,    3.95,   0.156
"19740111",   -4.90,    2.76,    2.41,   0.156
"19740118",    2.13,    0.53,   -0.61,   0.156
"19740125",    0.83,    0.88,   -0.66,   0.156
"19740201",   -1.33,    1.20,    0.98,   0.145
"19740208",   -2.88,    0.24,    1.74,   0.145
"19740215",   -0.48,   -0.35,    1.03,   0.145
"19740222",    3.17,   -1.21,    0.10,   0.145
"19740301",    0.47,    1.46,   -0.29,   0.139
"19740308",    2.14,    0.74,   -1.61,   0.139
"19740315",    1.48,    0.44,   -1.12,   0.139
"19740322",   -2.20,    0.42,    0.45,   0.139
"19740329",   -3.57,    0.30,    1.71,   0.139
"19740405",   -1.47,    0.26,    0.50,   0.188
"19740411",   -1.08,   -0.25,    0.80,   0.188
"19740419",    1.35,   -0.47,   -0.09,   0.188
"19740426",   -4.33,   -0.27,    0.43,   0.188
"19740503",    1.17,   -0.31,   -0.87,   0.188
"19740510",   -0.56,   -0.77,   -0.49,   0.188
"19740517",   -3.66,    0.22,    0.13,   0.188
"19740524",   -0.02,   -2.08,   -1.72,   0.188
"19740531",   -1.52,   -0.08,    0.31,   0.188
"19740607",    5.83,   -0.90,   -0.58,   0.150
"19740614",   -1.51,    0.78,   -0.77,   0.150
"19740621",   -4.52,    0.71,    0.89,   0.150
"19740628",   -2.37,   -0.93,    1.12,   0.150
"19740705",   -3.07,   -0.58,    1.27,   0.176
"19740712",   -1.01,   -1.39,    0.53,   0.176
"19740719",    0.87,    1.05,    1.07,   0.176
"19740726",   -1.30,    1.00,    1.81,   0.176
"19740802",   -4.70,    0.71,    1.30,   0.148
"19740809",    3.00,    0.50,    0.15,   0.148
"19740816",   -6.32,    1.42,    2.16,   0.148
"19740823",   -5.47,   -0.31,    2.37,   0.148
"19740830",    0.26,   -2.16,   -2.69,   0.148
"19740906",   -1.36,   -1.30,    1.15,   0.201
"19740913",   -8.48,    0.25,    1.74,   0.201
"19740920",    7.23,   -2.65,   -0.87,   0.201
"19740927",   -6.62,    3.28,    3.04,   0.201
"19741004",   -4.10,    0.95,    1.23,   0.126
"19741011",   13.46,   -3.22,   -3.83,   0.126
"19741018",    1.61,    0.81,   -2.61,   0.126
"19741025",   -2.44,    1.05,   -1.05,   0.126
"19741101",    4.96,   -2.79,   -2.52,   0.134
"19741108",    2.00,   -0.49,   -0.97,   0.134
"19741115",   -3.80,    0.93,    2.03,   0.134
"19741122",   -4.10,   -0.63,    0.25,   0.134
"19741129",    1.49,   -0.98,   -1.69,   0.134
"19741206",   -7.29,   -0.18,    1.22,   0.174
"19741213",    2.45,   -3.72,   -0.80,   0.174
"19741220",   -0.68,   -0.94,    0.00,   0.174
"19741227",    0.22,   -0.30,   -0.04,   0.174
"19750103",    5.45,    0.92,    2.40,   0.145
"19750110",    3.34,    2.82,    3.38,   0.145
"19750117",   -1.57,    3.59,    0.77,   0.145
"19750124",    2.42,   -0.14,    1.20,   0.145
"19750131",    5.26,    2.35,   -0.93,   0.145
"19750207",    2.39,    1.07,   -1.86,   0.109
"19750214",    3.30,   -0.80,   -2.69,   0.109
"19750221",    1.14,   -0.56,   -0.21,   0.109
"19750228",   -1.34,    0.40,    0.27,   0.109
"19750307",    3.31,    0.09,    1.32,   0.103
"19750314",    0.93,    2.92,    0.76,   0.103
"19750321",   -1.33,    0.79,    0.44,   0.103
"19750327",    0.32,   -0.53,   -0.20,   0.103
"19750404",   -3.20,    1.66,   -0.05,   0.109
"19750411",    3.52,   -1.52,   -0.51,   0.109
"19750418",    2.44,    0.20,   -0.16,   0.109
"19750425",    0.42,    0.54,    0.60,   0.109
"19750502",    2.60,   -1.78,   -1.70,   0.109
"19750509",    2.04,    1.30,   -0.93,   0.109
"19750516",   -0.11,    0.78,   -0.30,   0.109
"19750523",    0.20,    1.16,   -1.53,   0.109
"19750530",    0.83,    1.12,   -0.16,   0.109
"19750606",    1.55,    0.66,   -0.38,   0.102
"19750613",   -1.99,   -0.22,    1.01,   0.102
"19750620",    2.37,   -1.00,    0.37,   0.102
"19750627",    2.36,    0.67,   -0.03,   0.102
"19750703",   -0.42,    1.59,    0.21,   0.121
"19750711",    0.54,    0.68,    2.05,   0.121
"19750718",   -1.25,    2.14,    1.13,   0.121
"19750725",   -4.44,   -0.33,   -0.94,   0.121
"19750801",   -1.70,   -0.67,   -0.22,   0.120
"19750808",   -2.51,   -1.39,   -0.91,   0.120
"19750815",    0.04,   -0.84,   -0.19,   0.120
"19750822",   -2.56,   -0.60,   -0.11,   0.120
"19750829",    3.25,   -0.40,    0.21,   0.120
"19750905",   -1.61,    0.39,    0.40,   0.131
"19750912",   -3.00,    0.34,    0.68,   0.131
"19750919",    2.72,   -1.78,   -0.48,   0.131
"19750926",    0.28,    0.25,   -0.84,   0.131
"19751003",   -0.62,   -1.04,   -0.18,   0.139
"19751010",    2.43,   -1.01,   -0.83,   0.139
"19751017",    0.77,   -0.48,    0.16,   0.139
"19751024",    1.02,   -0.67,    1.28,   0.139
"19751031",   -1.16,   -0.19,    0.42,   0.139
"19751107",    0.56,   -0.05,    0.37,   0.102
"19751114",    1.91,   -0.26,    0.06,   0.102
"19751121",   -1.58,    0.00,    1.05,   0.102
"19751128",    1.77,   -0.87,    0.43,   0.102
"19751205",   -5.08,    0.59,   -0.08,   0.121
"19751212",    0.78,   -1.49,   -0.12,   0.121
"19751219",    1.12,   -0.12,    0.27,   0.121
"19751226",    1.57,   -0.81,    1.01,   0.121
"19760102",    0.85,    0.96,    1.92,   0.117
"19760109",    4.68,    0.56,    1.57,   0.117
"19760116",    2.14,    0.75,    1.87,   0.117
"19760123",    2.18,    1.99,    2.27,   0.117
"19760130",    1.81,    1.11,    0.64,   0.117
"19760206",   -0.74,    1.95,    0.53,   0.084
"19760213",    0.71,    2.42,    2.08,   0.084
"19760220",    2.52,    1.79,    2.34,   0.084
"19760227",   -2.11,    0.57,    0.49,   0.084
"19760305",   -0.51,    0.66,    1.13,   0.100
"19760312",    1.57,   -0.70,   -0.17,   0.100
"19760319",   -0.51,   -0.09,   -0.41,   0.100
"19760326",    1.94,   -0.90,   -0.46,   0.100
"19760402",   -0.62,    0.38,   -0.64,   0.105
"19760409",   -2.14,   -0.18,   -0.86,   0.105
"19760415",    0.15,   -0.92,    0.37,   0.105
"19760423",    1.63,    0.53,    0.91,   0.105
"19760430",   -0.72,   -0.04,    0.05,   0.105
"19760507",    0.32,   -0.35,   -0.75,   0.093
"19760514",   -0.36,    0.16,    1.03,   0.093
"19760521",   -0.13,   -0.43,   -0.06,   0.093
"19760528",   -1.19,   -0.65,   -1.50,   0.093
"19760604",   -0.96,   -0.22,   -0.01,   0.109
"19760611",    1.51,   -1.08,   -0.53,   0.109
"19760618",    2.75,   -0.26,    0.67,   0.109
"19760625",    0.07,    0.34,    0.15,   0.109
"19760702",    0.38,    0.25,    0.28,   0.116
"19760709",    0.78,    0.49,    0.40,   0.116
"19760716",   -0.29,    0.77,    0.01,   0.116
"19760723",   -0.66,   -0.32,    0.24,   0.116
"19760730",   -0.74,   -0.98,    0.93,   0.116
"19760806",    0.48,   -0.58,    0.68,   0.105
"19760813",    0.39,   -0.59,   -0.03,   0.105
"19760820",   -1.81,   -0.13,    0.11,   0.105
"19760827",   -0.85,   -0.28,    0.02,   0.105
"19760903",    2.59,   -0.55,   -0.50,   0.109
"19760910",    0.26,    0.17,   -0.13,   0.109
"19760917",    1.34,   -0.50,   -0.29,   0.109
"19760924",    0.47,    0.27,    0.76,   0.109
"19761001",   -2.33,    0.45,    0.08,   0.102
"19761008",   -1.57,    0.05,   -0.13,   0.102
"19761015",   -1.68,    0.26,   -0.12,   0.102
"19761022",   -0.85,    0.44,    0.65,   0.102
"19761029",    2.62,   -0.86,   -0.71,   0.102
"19761105",   -1.40,    1.19,    1.49,   0.099
"19761112",   -1.55,    0.34,   -0.21,   0.099
"19761119",    2.81,   -0.31,    0.11,   0.099
"19761126",    1.43,    0.41,   -0.18,   0.099
"19761203",   -0.20,    0.85,    0.94,   0.101
"19761210",    2.12,    1.02,    0.49,   0.101
"19761217",   -0.20,    0.50,    1.71,   0.101
"19761223",    0.37,    0.17,   -0.69,   0.101
"19761231",    2.51,    0.98,   -0.04,   0.101
"19770107",   -1.77,    2.73,    1.30,   0.090
"19770114",   -0.69,    1.09,    0.54,   0.090
"19770121",   -0.38,    1.09,    1.26,   0.090
"19770128",   -1.24,    0.45,    1.29,   0.090
"19770204",    0.16,    0.50,   -0.13,   0.088
"19770211",   -1.47,    1.06,   -0.33,   0.088
"19770218",    0.29,   -0.48,    0.88,   0.088
"19770225",   -1.13,   -0.01,   -0.06,   0.088
"19770304",    1.62,   -0.65,   -0.17,   0.094
"19770311",   -0.39,    0.64,    0.00,   0.094
"19770318",    0.94,   -0.26,    0.42,   0.094
"19770325",   -2.49,    1.27,    0.17,   0.094
"19770401",   -0.11,   -0.76,    0.61,   0.094
"19770407",   -0.95,   -0.05,    0.15,   0.094
"19770415",    2.62,   -0.60,    0.93,   0.094
"19770422",   -2.23,    1.34,    1.34,   0.094
"19770429",    0.00,   -0.51,    0.87,   0.094
"19770506",    1.42,    0.17,    0.10,   0.093
"19770513",   -0.18,    0.63,    0.37,   0.093
"19770520",    0.44,    0.41,    0.10,   0.093
"19770527",   -2.88,    0.39,    0.28,   0.093
"19770603",    1.20,   -0.72,   -0.39,   0.100
"19770610",    0.81,    0.57,   -0.06,   0.100
"19770617",    1.55,    0.07,   -0.74,   0.100
"19770624",    1.33,    0.53,    0.25,   0.100
"19770701",   -0.82,    1.51,    0.51,   0.104
"19770708",   -0.16,    0.95,    0.01,   0.104
"19770715",    0.40,    0.29,   -0.39,   0.104
"19770722",    1.19,    0.10,   -0.31,   0.104
"19770729",   -2.84,    0.22,   -0.17,   0.104
"19770805",    0.00,    0.26,   -0.70,   0.110
"19770812",   -0.68,    0.81,   -0.85,   0.110
"19770819",   -0.43,    0.64,   -1.46,   0.110
"19770826",   -1.28,    0.36,    0.41,   0.110
"19770902",    1.35,   -0.15,   -0.20,   0.108
"19770909",   -1.08,    0.74,    0.31,   0.108
"19770916",    0.06,    0.28,   -0.59,   0.108
"19770923",   -1.41,    0.36,    0.37,   0.108
"19770930",    1.36,   -0.22,   -0.45,   0.108
"19771007",   -0.35,    0.67,    0.55,   0.123
"19771014",   -2.71,    0.15,    0.55,   0.123
"19771021",   -1.22,    0.54,    0.48,   0.123
"19771028",    0.03,   -0.38,   -0.03,   0.123
"19771104",   -0.69,    0.79,    0.48,   0.125
"19771111",    4.77,   -0.34,   -0.88,   0.125
"19771118",   -0.16,    1.99,    0.36,   0.125
"19771125",    1.66,    0.47,   -0.23,   0.125
"19771202",   -1.72,    1.56,    1.00,   0.121
"19771209",   -1.14,    0.38,    0.30,   0.121
"19771216",   -0.20,    0.70,   -0.26,   0.121
"19771223",    1.05,   -0.74,   -0.57,   0.121
"19771230",    0.46,    0.23,   -0.12,   0.121
"19780106",   -3.65,    0.30,    1.86,   0.122
"19780113",   -2.18,    0.24,    1.01,   0.122
"19780120",    0.30,    0.83,    0.17,   0.122
"19780127",   -1.27,    0.91,    0.95,   0.122
"19780203",    1.50,    1.07,   -0.92,   0.115
"19780210",    0.79,    0.74,    0.04,   0.115
"19780217",   -2.18,    1.32,    0.58,   0.115
"19780224",    0.68,    0.18,   -0.19,   0.115
"19780303",   -1.05,    0.46,    0.89,   0.132
"19780310",    1.65,    0.27,   -0.43,   0.132
"19780317",    1.48,    0.59,   -0.05,   0.132
"19780323",   -0.74,    1.11,    0.52,   0.132
"19780331",   -0.08,    1.41,    0.78,   0.132
"19780407",    1.19,    0.68,   -0.53,   0.134
"19780414",    2.93,    0.04,   -0.89,   0.134
"19780421",    1.33,   -0.10,   -0.71,   0.134
"19780428",    2.20,   -0.24,   -1.19,   0.134
"19780505",    0.46,    1.82,    0.00,   0.127
"19780512",    1.62,    1.11,   -1.32,   0.127
"19780519",    0.35,    1.21,    0.22,   0.127
"19780526",   -1.34,    0.37,    0.35,   0.127
"19780602",    1.45,   -0.12,   -0.34,   0.134
"19780609",    1.95,    1.05,   -0.29,   0.134
"19780616",   -2.08,    1.62,    0.24,   0.134
"19780623",   -1.87,   -0.60,    0.87,   0.134
"19780630",   -0.57,   -0.37,   -0.02,   0.134
"19780707",   -0.67,   -0.14,   -0.15,   0.139
"19780714",    2.56,   -0.58,   -0.59,   0.139
"19780721",    0.22,    1.08,    0.33,   0.139
"19780728",    2.17,    0.05,   -0.35,   0.139
"19780804",    3.86,   -1.44,   -0.71,   0.138
"19780811",    0.54,    2.16,   -0.18,   0.138
"19780818",    0.98,    1.54,   -0.15,   0.138
"19780825",    0.40,    1.39,   -0.04,   0.138
"19780901",   -0.99,    0.86,    0.31,   0.154
"19780908",    2.74,   -0.17,   -0.46,   0.154
"19780915",   -2.27,    1.33,    0.97,   0.154
"19780922",   -2.75,   -1.58,    0.97,   0.154
"19780929",    0.48,    0.18,    0.30,   0.154
"19781006",    0.83,   -0.22,    0.21,   0.170
"19781013",    0.85,    0.10,   -0.27,   0.170
"19781020",   -7.43,   -4.12,    0.93,   0.170
"19781027",   -4.70,   -4.01,    0.77,   0.170
"19781103",    1.85,   -0.64,   -1.62,   0.175
"19781110",   -1.35,    0.27,    0.33,   0.175
"19781117",   -0.47,   -1.06,   -0.37,   0.175
"19781124",    1.81,    1.30,   -0.67,   0.175
"19781201",    0.48,    0.31,   -0.48,   0.195
"19781208",    0.60,    0.98,    0.12,   0.195
"19781215",   -1.46,    0.20,    0.19,   0.195
"19781222",    0.57,   -0.76,   -1.19,   0.195
"19781229",   -0.44,    0.59,   -0.59,   0.195
"19790105",    3.29,    1.28,    0.39,   0.192
"19790112",    0.83,    1.04,   -0.29,   0.192
"19790119",   -0.21,    0.78,    1.02,   0.192
"19790126",    1.87,   -0.45,    0.43,   0.192
"19790202",   -2.00,    1.03,    0.64,   0.183
"19790209",   -1.52,   -0.17,    0.66,   0.183
"19790216",    0.83,    0.60,   -0.12,   0.183
"19790223",   -0.87,    0.44,    0.34,   0.183
"19790302",   -1.00,   -0.45,    0.37,   0.203
"19790309",    2.56,   -0.02,    0.72,   0.203
"19790316",    1.21,    0.66,   -0.44,   0.203
"19790323",    0.83,    0.78,   -0.47,   0.203
"19790330",    0.07,    1.27,   -0.43,   0.203
"19790406",    1.44,    0.01,    0.06,   0.198
"19790412",   -1.03,    0.85,    0.92,   0.198
"19790420",   -0.83,    0.76,   -0.06,   0.198
"19790427",    0.41,    0.63,    0.12,   0.198
"19790504",   -1.00,    0.43,    0.04,   0.203
"19790511",   -2.30,   -1.18,    0.64,   0.203
"19790518",    1.33,   -0.16,    0.37,   0.203
"19790525",    0.77,    1.05,   -0.14,   0.203
"19790601",   -1.05,    0.05,    0.30,   0.202
"19790608",    2.40,    0.09,    0.24,   0.202
"19790615",    0.65,    0.60,    0.63,   0.202
"19790622",    0.42,    0.52,    0.38,   0.202
"19790629",    0.16,   -0.27,    0.28,   0.202
"19790706",    0.59,   -0.14,    0.58,   0.191
"19790713",   -1.24,    0.83,    0.98,   0.191
"19790720",   -0.63,    0.02,    0.28,   0.191
"19790727",    1.30,    0.53,   -0.18,   0.191
"19790803",    1.02,    0.70,   -0.32,   0.191
"19790810",    2.21,   -0.16,   -1.26,   0.191
"19790817",    1.73,    0.17,    0.06,   0.191
"19790824",    0.34,    0.51,    0.36,   0.191
"19790831",    0.71,    0.75,   -0.38,   0.191
"19790907",   -1.67,   -0.51,    0.61,   0.207
"19790914",    1.06,    0.62,   -0.97,   0.207
"19790921",    0.97,   -1.12,   -0.50,   0.207
"19790928",   -1.14,    0.74,   -0.10,   0.207
"19791005",    1.71,    0.40,   -0.52,   0.217
"19791012",   -6.81,   -2.47,   -0.39,   0.217
"19791019",   -3.06,   -0.37,    0.34,   0.217
"19791026",   -1.32,   -1.08,   -0.79,   0.217
"19791102",    2.23,    0.18,   -1.03,   0.246
"19791109",   -0.80,    0.19,   -0.16,   0.246
"19791116",    2.27,   -0.04,   -0.87,   0.246
"19791123",    0.71,    0.33,   -1.08,   0.246
"19791130",    1.89,    1.98,   -0.53,   0.246
"19791207",    1.37,    1.11,   -0.86,   0.237
"19791214",    1.26,    0.78,   -1.22,   0.237
"19791221",   -1.10,    1.36,    0.23,   0.237
"19791228",    0.18,    0.54,    0.00,   0.237
"19800104",   -1.47,    0.18,    0.93,   0.199
"19800111",    3.50,    1.09,   -0.20,   0.199
"19800118",    0.85,    1.10,    0.85,   0.199
"19800125",    1.96,   -0.35,   -0.26,   0.199
"19800201",    1.18,   -0.41,    0.32,   0.221
"19800208",    2.29,   -1.17,    1.35,   0.221
"19800215",   -2.21,    0.56,   -0.64,   0.221
"19800222",   -0.77,   -0.98,    0.11,   0.221
"19800229",   -1.17,   -0.03,   -0.18,   0.221
"19800307",   -6.62,   -1.29,    0.07,   0.300
"19800314",   -1.63,   -0.67,   -0.20,   0.300
"19800321",   -3.38,   -0.89,    0.24,   0.300
"19800328",   -3.23,   -4.66,   -1.08,   0.300
"19800403",    2.15,    1.82,   -0.41,   0.312
"19800411",    1.39,   -0.40,    1.32,   0.312
"19800418",   -3.29,    0.52,    1.21,   0.312
"19800425",    4.15,   -1.22,   -1.45,   0.312
"19800502",    0.53,    0.70,    0.64,   0.202
